原始ID,名称,模块,实现状态,本地运行状态,绿色,本地验证范围,原版成对验证,剩余问题,后续验证要求
registration:app:mod_dptools:displace_session:6817,displace_session,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:early_hangup:6663,early_hangup,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:eavesdrop:6772,eavesdrop,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:echo:6786,echo,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:enable_heartbeat:6750,enable_heartbeat,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:enable_keepalive:6755,enable_keepalive,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:endless_playback:6792,endless_playback,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:eval:6668,eval,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:event:6684,event,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:execute_extension:6747,execute_extension,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:export:6686,export,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:fax_detect:6784,fax_detect,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:filter_codecs:6753,filter_codecs,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:flush_dtmf:6648,flush_dtmf,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:gentones:6789,gentones,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:hangup:6677,hangup,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:hold:6649,hold,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:info:6683,info,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:intercept:6771,intercept,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:ivr:6718,ivr,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:jitterbuffer:6726,jitterbuffer,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:limit:6840,limit,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
